,magnitude,place
6977,1.29,"7km NW of Puerto Real, Puerto Rico"
6978,0.79,"4km ESE of Tallaboa, Puerto Rico"
6979,4.5,"191km SSE of Sigave, Wallis and Futuna"
6980,1.4,"134km NW of Arctic Village, Alaska"
6981,-0.3,"47km ESE of Beatty, Nevada"
6982,0.55,"9km ENE of Aguanga, CA"
6983,1.2,"57km WSW of Anchor Point, Alaska"
6984,2.2,"17km NNE of Krebs, Oklahoma"
6985,0.48,"18km E of Boulder, Montana"
6986,0.69,"3km N of Manchester, Washington"
6987,0.25,"19km E of Boulder, Montana"
6988,1.5,"73km ESE of Whittier, Alaska"
6989,0.63,"3km SSW of Bainbridge Island, Washington"
6990,4.5,"68km W of Paramonga, Peru"
6991,1.57,"4km WSW of Volcano, Hawaii"
6992,1.83,"4km W of Volcano, Hawaii"
6993,1.8,"125km NNW of Arctic Village, Alaska"
6994,1.4,"78km S of Kaktovik, Alaska"
6995,2.82,"7km SSE of Huron, CA"
6996,1.52,"26km ENE of Pine Valley, CA"
6997,0.13,"10km NE of Aguanga, CA"
6998,1.4,"40km WSW of Valdez, Alaska"
6999,2.94,"57km N of San Antonio, Puerto Rico"
7000,1.89,"79km NE of Punta Cana, Dominican Republic"
7001,2.7,"23km ENE of Anthony, Kansas"
7002,0.28,"9km NE of Aguanga, CA"
7003,0.27,"8km NE of Aguanga, CA"
7004,0.7,"28km NW of Nikiski, Alaska"
7005,0.1,"9km NE of Aguanga, CA"
7006,2.2,"124km NNW of Arctic Village, Alaska"
7007,6.1,"9km WNW of Manay, Philippines"
7008,0.0,"25km N of Beatty, Nevada"
7009,0.19,"13km SE of Mammoth Lakes, CA"
7010,0.24,"13km SE of Mammoth Lakes, CA"
7011,1.7,"128km NNW of Arctic Village, Alaska"
7012,1.8,"92km WSW of Kaktovik, Alaska"
7013,1.2,"60km S of Deltana, Alaska"
7014,1.53,"5km SSE of Hemet, CA"
7015,2.1,"67km SSW of Kaktovik, Alaska"
7016,0.0,"66km WSW of Alamo, Nevada"
7017,0.9,"50km WSW of Valdez, Alaska"
7018,2.4,"129km NNW of Arctic Village, Alaska"
7019,2.3,"123km NNW of Arctic Village, Alaska"
7020,1.4,"130km NNW of Arctic Village, Alaska"
7021,1.3,"18km N of Meadow Lakes, Alaska"
7022,2.31,"27km SW of Santa Cruz Is. (E end), CA"
7023,3.4,"23km ENE of Anthony, Kansas"
7024,1.5,"41km WNW of King Salmon, Alaska"
7025,-0.2,"37km SSE of Goldfield, Nevada"
7026,0.8,"11km SSE of Reno, Nevada"
7027,2.1,"129km NNW of Arctic Village, Alaska"
7028,0.52,"9km NE of Aguanga, CA"
7029,1.9,"125km NNW of Arctic Village, Alaska"
7030,1.6,"36km SSE of Goldfield, Nevada"
7031,2.3,"126km NNW of Arctic Village, Alaska"
7032,2.4,"123km NNW of Arctic Village, Alaska"
7033,2.2,"130km NNW of Arctic Village, Alaska"
7034,0.5,"47km E of Beatty, Nevada"
7035,0.5,"18km E of Downieville, California"
7036,1.3,"128km WNW of Arctic Village, Alaska"
7037,1.4,"127km NNW of Arctic Village, Alaska"
7038,3.0,"6km E of Lucerne Valley, CA"
7039,1.5,"132km NW of Arctic Village, Alaska"
7040,1.9,"32km NE of Seeley Lake, Montana"
7041,2.78,"32km NE of Seeley Lake, Montana"
7042,0.96,"9km NE of Aguanga, CA"
7043,1.2,"25km WNW of Bull Shoals, Arkansas"
7044,2.83,"86km NNE of Punta Cana, Dominican Republic"
7045,1.4,"33km ESE of Anchorage, Alaska"
7046,1.3,"17km SE of Anchorage, Alaska"
7047,1.5,"121km NW of Arctic Village, Alaska"
7048,2.82,"101km NNW of Road Town, British Virgin Islands"
7049,1.33,"39km WSW of Enterprise, Utah"
7050,2.81,"73km N of Culebra, Puerto Rico"
7051,1.3,"26km ENE of Pine Valley, CA"
7052,0.3,"47km E of Beatty, Nevada"
7053,1.6,"131km S of Prudhoe Bay, Alaska"
7054,1.4,"122km NW of Arctic Village, Alaska"
7055,0.68,"10km N of Cabazon, CA"
7056,0.1,"38km SE of Goldfield, Nevada"
7057,1.3,"87km N of Kobuk, Alaska"
7058,2.4,"82km S of Kaktovik, Alaska"
7059,2.85,"87km NNE of Punta Cana, Dominican Republic"
7060,1.9,"77km SSW of Kaktovik, Alaska"
7061,2.4,"17km WSW of Conway Springs, Kansas"
7062,2.0,"32km NW of Larsen Bay, Alaska"
7063,0.72,"9km NE of Aguanga, CA"
7064,0.58,"9km NE of Aguanga, CA"
7065,2.88,"107km NNE of Punta Cana, Dominican Republic"
7066,1.34,"9km ENE of Soda Springs, Idaho"
7067,0.42,"9km NE of Aguanga, CA"
7068,1.23,"4km S of Idyllwild, CA"
7069,1.93,"39km NNW of Cut Bank, Montana"
7070,1.1,"12km N of Meadow Lakes, Alaska"
7071,3.5,"72km SW of Nikolski, Alaska"
7072,3.15,"114km NNE of Punta Cana, Dominican Republic"
7073,0.93,"5km SW of Palomar Observatory, CA"
7074,0.71,"5km SW of Palomar Observatory, CA"
7075,2.3,"68km SSW of Kaktovik, Alaska"
7076,1.1,"25km S of Gardnerville Ranchos, Nevada"
7077,0.51,"9km NE of Aguanga, CA"
7078,2.0,"69km SSW of Kaktovik, Alaska"
7079,0.27,"10km NE of Aguanga, CA"
7080,4.6,"22km SW of Lianzhu, China"
7081,1.4,"68km W of Talkeetna, Alaska"
7082,5.7,"15km WSW of Lianzhu, China"
7083,0.5,"46km WNW of Goldfield, Nevada"
7084,0.62,"17km S of Whitehall, Montana"
7085,3.6,"73km ESE of Yunaska Island, Alaska"
7086,1.7,"60km SSW of Kaktovik, Alaska"
7087,1.6,"67km ENE of Cape Yakataga, Alaska"
7088,0.62,"9km NE of Aguanga, CA"
7089,0.7,"50km NE of Manley Hot Springs, Alaska"
7090,4.9,East of the North Island of New Zealand
7091,4.2,"261km N of Ndoi Island, Fiji"
7092,1.9,"58km SSW of Kaktovik, Alaska"
7093,0.8,"10km NNW of Stagecoach, Nevada"
7094,2.0,"27km SSE of Butte, Alaska"
7095,0.55,"8km E of Mammoth Lakes, CA"
7096,0.8,"26km S of Gardnerville Ranchos, Nevada"
7097,0.99,"3km NNW of La Verne, CA"
7098,1.1,"86km SSW of Kobuk, Alaska"
7099,2.4,"59km SSW of Kaktovik, Alaska"
7100,1.5,"80km ESE of Whittier, Alaska"
7101,1.3,"94km NW of Fort Yukon, Alaska"
7102,3.8,"183km SE of Akutan, Alaska"
7103,1.6,"94km W of Willow, Alaska"
7104,1.3,"112km NNW of Talkeetna, Alaska"
7105,0.56,"11km NE of Aguanga, CA"
7106,0.29,"9km NE of Aguanga, CA"
7107,0.34,"10km NE of Aguanga, CA"
7108,1.8,"61km SE of Tanaga Volcano, Alaska"
7109,4.7,"135km SSW of Lorengau, Papua New Guinea"
7110,0.22,"16km NW of Parkfield, CA"
7111,1.4,"142km NNW of Kobuk, Alaska"
7112,0.77,"10km WNW of Toms Place, CA"
7113,2.8,"77km SW of Kaktovik, Alaska"
7114,1.0,"23km ESE of Deltana, Alaska"
7115,1.4,"72km WNW of Arctic Village, Alaska"
7116,2.72,"36km NNE of San Juan, Puerto Rico"
7117,2.1,"128km NNW of Arctic Village, Alaska"
7118,1.3,"59km NE of Y, Alaska"
7119,1.08,"10km NE of Aguanga, CA"
7120,1.9,"72km NW of Arctic Village, Alaska"
7121,1.62,"11km NW of Dyersburg, Tennessee"
7122,1.91,"0km SW of Santo Domingo, Puerto Rico"
7123,4.1,"67km ESE of Yunaska Island, Alaska"
7124,0.84,"5km SW of Erlands Point-Kitsap Lake, Washington"
7125,1.31,"5km W of Mammoth Lakes, CA"
7126,1.4,"124km NNW of Arctic Village, Alaska"
7127,1.65,"44km W of Dubois, Wyoming"
7128,1.9,"127km NNW of Arctic Village, Alaska"
7129,1.87,"5km SW of Volcano, Hawaii"
7130,0.68,"12km ENE of Mammoth Lakes, CA"
7131,0.84,"19km WSW of Moroni, Utah"
7132,4.9,"94km NNW of Calingasta, Argentina"
7133,1.37,"16km NW of Morton, Washington"
7134,1.4,"69km WSW of Cordova, Alaska"
7135,1.92,"9km ESE of Leilani Estates, Hawaii"
7136,2.5,"44km NE of Tok, Alaska"
7137,1.4,"2km NNE of Big Lake, Alaska"
7138,1.7,"127km NNW of Arctic Village, Alaska"
7139,1.38,"26km ENE of Pine Valley, CA"
7140,1.4,"27km NW of Beatty, Nevada"
7141,1.6,"136km NW of Arctic Village, Alaska"
7142,1.9,"130km NW of Arctic Village, Alaska"
7143,2.2,"50km SSW of Kaktovik, Alaska"
7144,4.4,"199km NW of Saumlaki, Indonesia"
7145,-0.5,"45km ESE of Beatty, Nevada"
7146,4.4,"21km N of Huanuco, Peru"
7147,3.3,"13km SSE of Plomarion, Greece"
7148,1.9,"135km NW of Arctic Village, Alaska"
7149,2.4,"37km WSW of Broken Bow, Nebraska"
7150,2.4,"68km SSW of Kaktovik, Alaska"
7151,2.0,"12km NW of Boonville, CA"
7152,5.0,Balleny Islands region
7153,4.6,"110km NE of Bristol Island, South Sandwich Islands"
7154,1.38,"19km WNW of Ephraim, Utah"
7155,0.3,"32km NNE of Beatty, Nevada"
7156,4.5,"83km SW of Port-Vila, Vanuatu"
7157,0.73,"21km WSW of Tremonton, Utah"
7158,2.0,"66km SSW of Kaktovik, Alaska"
7159,-0.36,"28km NNW of Seeley Lake, Montana"
7160,0.76,"8km NE of Idyllwild, CA"
7161,1.11,"8km WNW of Malibu, CA"
7162,1.8,"104km NNW of Kodiak Station, Alaska"
7163,1.5,"55km SSW of Kaktovik, Alaska"
7164,1.23,"9km NE of Aguanga, CA"
7165,0.8,"69km SSW of Kobuk, Alaska"
7166,0.09,"12km E of Coso Junction, CA"
7167,2.05,"1km NE of Pinnacles, CA"
7168,1.48,"46km NNW of Los Algodones, B.C., MX"
7169,1.4,"5km E of Covelo, CA"
7170,0.9,"16km ESE of Julian, CA"
7171,0.78,"65km ENE of Old Faithful Geyser, Wyoming"
7172,4.3,"Off the coast of Aisen, Chile"
7173,5.4,"138km N of Manado, Indonesia"
7174,1.57,"65km ENE of Old Faithful Geyser, Wyoming"
7175,1.8,"126km NW of Arctic Village, Alaska"
7176,0.8,"22km SW of North Nenana, Alaska"
7177,4.1,"4km NNW of Imotski, Croatia"
7178,1.88,"4km E of Pahala, Hawaii"
7179,0.9,"62km NNW of Nellis Air Force Base, Nevada"
7180,1.33,"0km SW of Mayaguez, Puerto Rico"
7181,0.8,"62km N of Cape Yakataga, Alaska"
7182,1.19,"1km W of Port Orchard, Washington"
7183,0.31,"9km NE of Aguanga, CA"
7184,4.1,"93km WNW of San Antonio de los Cobres, Argentina"
7185,0.79,"1km E of Home Gardens, CA"
7186,2.6,"62km SSW of Kaktovik, Alaska"
7187,1.76,"3km SW of Indios, Puerto Rico"
7188,1.0,"17km N of North Nenana, Alaska"
7189,1.07,"26km ENE of Pine Valley, CA"
7190,1.7,"62km SW of Kaktovik, Alaska"
7191,1.72,"2km ESE of Pahala, Hawaii"
7192,0.5,"9km N of Stagecoach, Nevada"
7193,2.5,"5km N of Harper, Kansas"
7194,1.4,"69km NNW of Talkeetna, Alaska"
7195,0.1,"6km ESE of Mammoth Lakes, CA"
7196,-0.4,"59km ENE of Beatty, Nevada"
7197,-0.3,"59km ENE of Beatty, Nevada"
7198,1.1,"7km S of Mojave, CA"
7199,0.57,"9km E of Mammoth Lakes, CA"
7200,0.36,"10km NNW of Anza, CA"
7201,0.22,"6km E of Mammoth Lakes, CA"
7202,1.7,"126km SSE of Prudhoe Bay, Alaska"
7203,1.47,"5km E of Butte, Montana"
7204,1.0,"77km SSW of Kobuk, Alaska"
7205,1.44,"22km NE of San Lucas, CA"
7206,0.4,"9km NE of Aguanga, CA"
7207,2.0,"49km NE of Talkeetna, Alaska"
7208,1.8,"86km NW of Middleton Island, Alaska"
7209,2.2,"44km WSW of Glennallen, Alaska"
7210,1.9,"39km WNW of Kalifornsky, Alaska"
7211,0.62,"9km E of Mammoth Lakes, CA"
7212,0.69,"4km WSW of Mammoth Lakes, CA"
7213,1.6,"130km NW of Arctic Village, Alaska"
7214,1.4,"122km NW of Arctic Village, Alaska"
7215,1.1,"3km NNW of Diamond Ridge, Alaska"
7216,1.85,"3km SW of Volcano, Hawaii"
7217,0.24,"8km ESE of Mammoth Lakes, CA"
7218,0.2,"54km SSW of Goldfield, Nevada"
7219,1.67,"10km E of Soda Springs, Idaho"
7220,1.9,"16km W of Anchor Point, Alaska"
7221,2.1,"65km SSW of Kaktovik, Alaska"
7222,1.02,"3km N of Loma Linda, CA"
7223,1.45,"6km SE of Mammoth Lakes, CA"
7224,5.1,"5km W of Sambelia, Indonesia"
7225,1.7,"67km SSW of Kaktovik, Alaska"
7226,1.5,"12km SSE of Y, Alaska"
7227,1.82,"0km E of Kettleman City, CA"
7228,1.8,"111km NNW of Arctic Village, Alaska"
7229,0.71,"6km NE of Idyllwild, CA"
7230,0.4,"32km NNE of Beatty, Nevada"
7231,1.4,"8km WNW of Big Lake, Alaska"
7232,1.4,"116km NNW of Arctic Village, Alaska"
7233,1.6,"48km SSW of Redoubt Volcano, Alaska"
7234,1.09,"18km NNW of Borrego Springs, CA"
7235,1.2,"51km SSE of Hawthorne, Nevada"
7236,-0.2,"32km NNE of Beatty, Nevada"
7237,0.7,"12km SE of Smith Valley, Nevada"
7238,0.92,"31km ENE of Jackson, Wyoming"
7239,2.8,"9km ENE of Milpitas, CA"
7240,0.52,"9km NE of Aguanga, CA"
7241,2.18,"20km WSW of Ferndale, CA"
7242,1.4,"88km NNW of Talkeetna, Alaska"
7243,0.6,"27km SW of Hawthorne, Nevada"
7244,1.3,"128km NW of Arctic Village, Alaska"
7245,2.13,"0km N of Pahala, Hawaii"
7246,0.77,"9km NE of Aguanga, CA"
7247,4.0,"119km SSW of Lorengau, Papua New Guinea"
7248,2.1,"128km NNW of Arctic Village, Alaska"
7249,0.59,"18km NNW of Borrego Springs, CA"
7250,1.9,"83km WSW of Cantwell, Alaska"
7251,1.15,"18km NNW of Borrego Springs, CA"
7252,2.98,"91km NE of Punta Cana, Dominican Republic"
7253,1.5,"70km SSW of Kaktovik, Alaska"
7254,2.3,"68km SSW of Kaktovik, Alaska"
7255,1.44,"18km NNW of Borrego Springs, CA"
7256,0.05,"9km NE of Aguanga, CA"
7257,2.6,"67km SSW of Kaktovik, Alaska"
7258,1.8,"6km WSW of Volcano, Hawaii"
7259,1.08,"8km WSW of Anza, CA"
7260,1.1,"21km N of Enoch, Utah"
7261,0.8,"66km NE of Yakutat, Alaska"
7262,1.01,"26km W of Helena West Side, Montana"
7263,4.6,"27km E of Chitose, Japan"
7264,2.26,"1km SW of Hormigueros, Puerto Rico"
7265,0.7,"26km NW of Beatty, Nevada"
7266,-0.3,"19km SE of Hawthorne, Nevada"
7267,0.53,"9km NE of Aguanga, CA"
7268,4.1,"241km E of Suva, Fiji"
7269,1.0,"24km W of Tanana, Alaska"
7270,1.92,"8km NE of Aguanga, CA"
7271,4.3,"27km E of Caucete, Argentina"
7272,0.52,"7km ESE of Mammoth Lakes, CA"
7273,0.35,"9km NE of Aguanga, CA"
7274,2.1,"61km SSW of Kaktovik, Alaska"
7275,0.38,"9km NE of Aguanga, CA"
7276,0.97,"23km WNW of Volcano, Hawaii"
7277,0.54,"8km NE of Aguanga, CA"
7278,0.61,"8km NE of Aguanga, CA"
7279,0.7,"21km E of Sutton-Alpine, Alaska"
7280,4.5,"156km SW of Lorengau, Papua New Guinea"
7281,0.57,"23km E of Mount Hood Village, Oregon"
7282,5.4,"158km SSW of Lorengau, Papua New Guinea"
7283,2.9,"60km SSW of Kaktovik, Alaska"
7284,1.72,"2km ESE of Pahala, Hawaii"
7285,1.73,"5km WSW of Volcano, Hawaii"
7286,1.6,"67km ENE of Old Faithful Geyser, Wyoming"
7287,0.47,"9km NE of Aguanga, CA"
7288,1.4,"129km ENE of Anaktuvuk Pass, Alaska"
7289,1.4,"83km NW of Yakutat, Alaska"
7290,1.8,"43km SW of Talkeetna, Alaska"
7291,0.42,"10km SW of Anza, CA"
7292,1.3,"51km NNW of Yakutat, Alaska"
7293,1.8,"7km SE of Willits, CA"
7294,1.7,"17km NE of Chitina, Alaska"
7295,3.2,"44km NE of Y, Alaska"
7296,2.0,"25km S of Cape Yakataga, Alaska"
7297,0.92,"9km NE of Aguanga, CA"
7298,0.17,"9km NE of Aguanga, CA"
7299,1.63,"17km NNW of Dixon Lane-Meadow Creek, CA"
7300,1.3,"69km N of Talkeetna, Alaska"
7301,0.07,"15km NE of Little Lake, CA"
7302,-0.1,"47km N of Pahrump, Nevada"
7303,2.3,"130km NNW of Arctic Village, Alaska"
7304,0.5,"9km N of Stagecoach, Nevada"
7305,0.69,"8km NE of Aguanga, CA"
7306,2.42,"18km NNW of Brenas, Puerto Rico"
7307,1.5,"126km NNW of Arctic Village, Alaska"
7308,1.3,"25km W of Valdez, Alaska"
7309,1.2,"12km WNW of Stagecoach, Nevada"
7310,0.38,"9km NE of Aguanga, CA"
7311,1.31,"7km E of Mammoth Lakes, CA"
7312,0.58,"8km NE of Aguanga, CA"
7313,1.13,"8km NE of Aguanga, CA"
7314,2.01,"7km SE of Willits, CA"
7315,0.86,"8km NE of Aguanga, CA"
7316,0.65,"10km NE of Aguanga, CA"
7317,0.14,"9km NE of Aguanga, CA"
7318,1.9,"117km NNW of Arctic Village, Alaska"
7319,0.23,"9km NE of Aguanga, CA"
7320,0.29,"9km NE of Aguanga, CA"
7321,1.5,"33km SSW of Fairbanks, Alaska"
7322,0.77,"8km NE of Aguanga, CA"
7323,0.43,"9km NE of Aguanga, CA"
7324,2.8,"75km SW of Kaktovik, Alaska"
7325,0.62,"9km NE of Aguanga, CA"
7326,1.85,"26km WNW of Bull Shoals, Arkansas"
7327,1.4,"126km NNW of Arctic Village, Alaska"
7328,1.5,"49km WNW of Willow, Alaska"
7329,1.29,"8km NE of Aguanga, CA"
7330,2.6,"7km NE of Aguanga, CA"
7331,2.44,"7km NE of Aguanga, CA"
7332,1.71,"8km NE of Aguanga, CA"
7333,1.3,"8km NE of Aguanga, CA"
7334,2.43,"8km NE of Aguanga, CA"
7335,2.23,"8km NE of Aguanga, CA"
7336,1.92,"7km NE of Aguanga, CA"
7337,0.48,"9km NE of Aguanga, CA"
7338,0.8,"9km NE of Aguanga, CA"
7339,1.6,"126km NW of Arctic Village, Alaska"
7340,1.91,"8km NE of Aguanga, CA"
7341,2.16,"7km NE of Aguanga, CA"
7342,3.21,"7km NE of Aguanga, CA"
7343,1.6,"34km SW of Tok, Alaska"
7344,1.9,"59km SSW of Kaktovik, Alaska"
7345,1.31,"17km SE of Yosemite Valley, CA"
7346,1.93,"5km NNW of Puerto Real, Puerto Rico"
7347,1.7,"102km NNW of Talkeetna, Alaska"
7348,2.07,"1km E of Maria Antonia, Puerto Rico"
7349,1.07,"38km N of Yucca Valley, CA"
7350,2.63,"10km SW of La Playa, Puerto Rico"
7351,2.0,"107km NNW of Arctic Village, Alaska"
7352,1.8,"111km NNW of Arctic Village, Alaska"
7353,2.1,"117km NNW of Arctic Village, Alaska"
7354,1.29,"10km ENE of Aguanga, CA"
7355,1.4,"124km NNW of Arctic Village, Alaska"
7356,1.4,"56km E of Cape Yakataga, Alaska"
7357,2.0,"67km SW of Kaktovik, Alaska"
7358,2.36,"24km SW of Gustine, CA"
7359,0.34,"10km NE of Aguanga, CA"
7360,0.25,"8km NE of Aguanga, CA"
7361,1.97,"1km SE of Palmarejo, Puerto Rico"
7362,1.5,"62km ESE of Whittier, Alaska"
7363,3.0,"243km SE of Kodiak, Alaska"
7364,1.01,"7km WSW of Ridgemark, CA"
7365,1.9,"65km SSW of Kaktovik, Alaska"
7366,2.01,"3km NE of La Parguera, Puerto Rico"
7367,0.1,"9km NE of Aguanga, CA"
7368,0.4,"9km NE of Aguanga, CA"
7369,1.73,"5km WSW of Volcano, Hawaii"
7370,0.24,"9km NE of Aguanga, CA"
7371,0.9,"58km NNW of Yakutat, Alaska"
7372,0.29,"9km NE of Aguanga, CA"
7373,1.7,"104km W of Cantwell, Alaska"
7374,1.5,"126km NW of Arctic Village, Alaska"
7375,1.0,"24km E of Alamo, Nevada"
7376,2.7,"133km NW of Arctic Village, Alaska"
7377,1.37,"2km E of Ponce, Puerto Rico"
7378,1.6,"126km NNW of Arctic Village, Alaska"
7379,1.1,"31km NW of Valdez, Alaska"
7380,-0.1,"52km ENE of Beatty, Nevada"
7381,2.4,"109km NW of Glennallen, Alaska"
7382,1.7,"67km NW of Nikiski, Alaska"
7383,4.1,"36km S of Ise, Japan"
7384,1.3,"82km E of Cape Yakataga, Alaska"
7385,0.21,"9km NE of Aguanga, CA"
7386,2.1,"64km SSW of Kaktovik, Alaska"
7387,0.1,"7km ENE of Pioche, Nevada"
7388,1.5,"23km ESE of Cohoe, Alaska"
7389,1.5,"61km NNE of Chitina, Alaska"
7390,-0.1,"59km S of Beatty, Nevada"
7391,0.5,"23km SE of Hawthorne, Nevada"
7392,0.2,"6km WNW of Silver Springs, Nevada"
7393,0.8,"49km SSE of Fallon, Nevada"
7394,1.1,"17km WNW of Fishhook, Alaska"
7395,2.3,"65km SSW of Kaktovik, Alaska"
7396,1.6,"76km SSE of Tanaga Volcano, Alaska"
7397,-0.3,"60km E of Beatty, Nevada"
7398,0.79,"9km NNW of Cabazon, CA"
7399,0.8,"6km WNW of The Geysers, CA"
7400,4.4,"131km ENE of Suva, Fiji"
7401,4.3,"75km S of Amukta Island, Alaska"
7402,2.2,"67km S of Kaktovik, Alaska"
7403,0.28,"8km ESE of Mammoth Lakes, CA"
7404,1.2,"111km NW of Talkeetna, Alaska"
7405,1.8,"51km SSW of Kaktovik, Alaska"
7406,2.1,"51km SSW of Kaktovik, Alaska"
7407,2.53,"55km W of Petrolia, CA"
7408,1.0,"94km E of Chitina, Alaska"
7409,0.75,"13km ESE of Mammoth Lakes, CA"
7410,0.77,"12km NE of Trabuco Canyon, CA"
7411,1.9,"80km NNW of Talkeetna, Alaska"
7412,0.8,"12km NNE of Houston, Alaska"
7413,2.11,"26km SSW of Lima, Montana"
7414,1.6,"16km NW of Pinnacles, CA"
7415,1.17,"6km E of Mammoth Lakes, CA"
7416,1.72,"5km SW of Volcano, Hawaii"
7417,1.3,"46km WNW of Willow, Alaska"
7418,2.88,"46km SE of Boca de Yuma, Dominican Republic"
7419,5.5,"126km SE of Bam, Iran"
7420,0.8,"13km N of Dixon Lane-Meadow Creek, California"
7421,1.8,"6km N of La Jolla, CA"
7422,0.14,"14km WNW of Anza, CA"
7423,4.3,"34km S of Jarm, Afghanistan"
7424,2.3,"11km SSE of Thayer, Missouri"
7425,1.8,"46km N of Talkeetna, Alaska"
7426,1.0,"28km SSE of Portola, California"
7427,0.9,"20km NW of Dixon Lane-Meadow Creek, California"
7428,1.5,"129km NNW of Arctic Village, Alaska"
7429,2.48,"97km N of Road Town, British Virgin Islands"
7430,1.2,"28km NW of Valdez, Alaska"
7431,2.4,"3km NE of Santa Vittoria in Matenano, Italy"
7432,1.6,"116km SSE of Prudhoe Bay, Alaska"
7433,4.3,"23km NNW of Vanj, Tajikistan"
7434,0.5,"4km SE of Bishop, California"
7435,2.2,"87km N of Kobuk, Alaska"
7436,0.4,"26km NW of Beatty, Nevada"
7437,1.32,"6km NNW of Cabazon, CA"
7438,2.5,"155km NNE of Cape Yakataga, Alaska"
7439,1.2,"7km WSW of Sterling, Alaska"
7440,0.48,"1km ESE of Cabazon, CA"
7441,0.29,"6km SSW of Idyllwild, CA"
7442,5.2,"284km NNE of Ndoi Island, Fiji"
7443,0.34,"9km ENE of Aguanga, CA"
7444,0.93,"11km SW of Anza, CA"
7445,1.0,"12km N of Ridgeway, Alaska"
7446,2.3,"2km ESE of Tallaboa Alta, Puerto Rico"
7447,0.7,"9km NW of Dixon Lane-Meadow Creek, California"
7448,0.3,"64km NE of Lone Pine, California"
7449,0.1,"14km SSE of Mogul, Nevada"
7450,0.1,"14km SSE of Mogul, Nevada"
7451,4.8,"20km ESE of Chitose, Japan"
7452,1.26,"11km ENE of Aguanga, CA"
7453,5.0,"96km S of Raoul Island, New Zealand"
7454,0.92,"20km SE of Soda Springs, Idaho"
7455,0.7,"22km SE of Gardnerville Ranchos, Nevada"
7456,1.16,"15km ESE of Lake Isabella, CA"
7457,0.38,"19km NNE of Dillon, Montana"
7458,2.01,"12km SSE of Volcano, Hawaii"
7459,0.38,"9km NE of Aguanga, CA"
7460,0.21,"6km ESE of Mammoth Lakes, CA"
7461,0.29,"28km E of Dillon, Montana"
7462,1.74,"4km SSW of Pahala, Hawaii"
7463,0.4,"13km SE of Mammoth Lakes, CA"
7464,0.91,"9km WNW of Cobb, CA"
7465,0.98,"4km E of Salt Lake City, Utah"
7466,0.8,"29km WSW of Hawthorne, Nevada"
7467,1.5,"96km NW of Talkeetna, Alaska"
7468,5.8,"86km ESE of Vallenar, Chile"
7469,2.35,"13km NNE of Arecibo, Puerto Rico"
7470,2.83,"25km ENE of Hawaiian Beaches, Hawaii"
7471,0.83,"9km ENE of Aguanga, CA"
7472,1.7,"22km NE of San Lucas, CA"
7473,1.4,"18km WNW of Fishhook, Alaska"
7474,6.2,"17km SSW of Alausi, Ecuador"
7475,1.28,"1km NNE of Cabazon, CA"
7476,1.1,"25km S of Gardnerville Ranchos, Nevada"
7477,5.0,"251km WSW of Merizo Village, Guam"
7478,1.51,"20km WNW of Cedar City, Utah"
7479,1.5,"74km E of Cape Yakataga, Alaska"
7480,5.6,"15km SE of Yaviza, Panama"
7481,1.0,"10km N of Stagecoach, Nevada"
7482,1.94,"19km WNW of Caldwell, Kansas"
7483,2.1,"76km SSW of Kaktovik, Alaska"
7484,1.01,"9km E of Mammoth Lakes, CA"
7485,2.93,"67km NNW of San Antonio, Puerto Rico"
7486,2.2,"69km SSW of Kaktovik, Alaska"
7487,1.7,"85km WNW of Arctic Village, Alaska"
7488,1.5,"59km E of Cape Yakataga, Alaska"
7489,4.6,East of the North Island of New Zealand
7490,1.7,"87km WNW of Arctic Village, Alaska"
7491,4.4,"178km SE of Lambasa, Fiji"
7492,0.8,"8km WSW of Monroe, Utah"
7493,0.88,"8km ENE of Aguanga, CA"
7494,1.4,"37km SSW of Redoubt Volcano, Alaska"
7495,4.4,"113km NNW of L'Esperance Rock, New Zealand"
7496,1.3,"46km NNE of Lovelock, Nevada"
7497,2.27,"28km N of Loiza, Puerto Rico"
7498,0.95,"3km N of La Verne, CA"
7499,4.5,"186km E of Suva, Fiji"
7500,4.1,"10km S of Plomarion, Greece"
7501,4.9,"41km WSW of Port-Vila, Vanuatu"
7502,4.5,"80km E of Suva, Fiji"
7503,-0.17,"5km E of Whitehall, Montana"
7504,4.3,"139km SSE of Lambasa, Fiji"
7505,3.0,"75km SW of Kaktovik, Alaska"
7506,4.3,"7km NW of Wao, Philippines"
7507,1.96,"5km SW of Volcano, Hawaii"
7508,0.8,"14km SE of Volcano, Hawaii"
7509,0.0,"52km E of Beatty, Nevada"
7510,1.0,"22km NE of Hawthorne, Nevada"
7511,4.2,"189km E of Suva, Fiji"
7512,2.5,"82km SW of Kaktovik, Alaska"
7513,0.52,"20km ESE of Anza, CA"
7514,1.44,"6km WNW of Lake Henshaw, CA"
7515,4.6,South of the Fiji Islands
7516,1.85,"8km NE of Colfax, Washington"
7517,1.8,"7km NE of Imperial, CA"
7518,0.53,"22km NW of Parkfield, CA"
7519,0.71,"6km E of Mammoth Lakes, CA"
7520,1.4,"57km NW of Cape Yakataga, Alaska"
7521,4.1,"28km E of Tomakomai, Japan"
7522,1.03,"12km ESE of Lincoln, Montana"
7523,3.05,"136km NNE of Vieques, Puerto Rico"
7524,1.49,"7km ENE of Three Forks, Montana"
