,0
1518,Gewerkschaften Unia und Syna
1519,Dachverband Schweizer Jungendparlamente
1520,"NR Marcel Dobler, Dr. Stefan Frei, SR Damian Müller"
1521,Verband Bundeshaus Journalisten
1522,"SGB, Travail.Suisse, Unia, Syna"
1523,Plattform Agenda 2030 c/o Alliance Sud
1524,ASIP
1525,"Allianz für Ernährungssouveränität, Postfach 925, 1001 Lausanne"
1526,Komitee «Ja zur Fair-Food-Initiative»
1527,Allianz Bundesbeschluss Velo Ja
1528,"LITRA Informationsdienst für den öffentlichen Verkehr und ch-direkt, Direkter Verkehr"
1529,Überparteiliches Komitee «2xNein zu den Agrar-Initiativen»
1530,IG für betreuende und pflegende Angehörige
1531,überparteiliches Bauernkomitee „2x NEIN zu den extremen Agrarinitiativen“
1532,Bundesamt für wirtschaftliche Landesversorgung
1533,Nationale Informationsstelle zum Kulturerbe NIKE
1534,egovernment schweiz
1535,"Travail.Suisse, Syna, BFH"
1536,Komitee «Ja zur Selbstbestimmung»
1537,Initiativkomitee der Hornkuh Initiative
1538,NEIN-Bündnis gegen die «Selbstbestimmungs»-Initiative
1539,IGS Interessengemeinschaft Schiessen Schweiz
1540,Eidg. Ethikkommission für die Biotechnologie im Ausserhumanbereich EKAH
1541,Liberales Komitee «Nein zur Kamera im Schlafzimmer»
1542,"Komitee ""Juristinnen und Juristen für die Selbstbestimmungsinitiative"""
1543,Komitee Nein zu Versicherungsspionen
1544,Überparteiliches Komitee: Ja zu Fairplay im Sozialversicherungsrecht
1545,SGB Schweizer Gewerkschaftsbund
1546,SKOS (Schweizerische Konferenz für Sozialhilfe)
1547,"Unternehmerkomitee ""JA zur Selbstbestimmungsinitiative"""
1548,Referendumskomitee BÜRGERLICHES NEIN ZUR STAF
